name,index year,overall score,property rights,government integrity,judicial effectiveness,tax burden,government spending,fiscal health,business freedom,labor freedom,monetary freedom,trade freedom,investment freedom,financial freedom,HDI Rank (2017),Country,year,hdi_value,iso3c,date,iso2c,NY.GDP.PCAP.PP.CD,NY.GNP.PCAP.KD.ZG,NY.GNP.PCAP.PP.CD,SI.POV.GINI,SP.POP.TOTL,country,hdi,efree,population,gni_per_cap,gni_per_cap_percent,gdp,gini,gdp_z,gini_z,hdi_z,efree_z,gni_z,gdp_01,hdi_01,efree_01,gini_01,gdp_log01,gni_01,first_gini_year,last_gini_year,years_of_gini,first_gini_value,last_gini_value,gini_change,gini_change_by_year,avg_gini,gini_category,first_efree_year,last_efree_year,years_of_efree,first_efree_value,last_efree_value,efree_change,efree_change_by_year,avg_efree
Denmark,2015,76.3,95,91,NA,39.6,1.8,NA,97.4,92.1,87.6,88,90,80,11,Denmark,2015,0.926,DNK,2015,DK,48674.8407494886,0.631565454705424,50190,28.2,5683483,Denmark,0.926,76.3,5683483,50190,0.631565454705424,48674.8407494886,28.2,2.1779612757011173,-1.104630489374215,1.5118557822443206,1.634045178949751,2.2736461376063404,0.5160448228233151,0.9614835948644794,0.8224932249322492,0.24691358024691362,0.8772101804191742,0.5520301752828933,2003,2015,12,25.6,28.2,2.599999999999998,0.21666666666666648,26.7,less equal,2000,2017,17,68.3,75.1,6.799999999999997,0.39999999999999986,75.07777777777778
Dominican Republic,2015,61,30,29,NA,84.1,87.1,NA,53.5,57.5,76,77.8,75,40,94,Dominican Republic,2015,0.729,DOM,2015,DO,14264.8354918036,6.46696120780462,13490,44.7,10528394,Dominican Republic,0.729,61,10528394,13490,6.46696120780462,14264.8354918036,44.7,-0.002744870915847512,0.6301784630042618,0.38918354438486574,0.14577589860742138,-0.043066306127353286,0.14786694550950283,0.6804564907275321,0.6151761517615175,0.5864197530864199,0.6478661346250281,0.14488573330374974,2000,2016,16,52,45.3,-6.700000000000003,-0.4187500000000002,48.470588235294116,more equal,2000,2017,17,59,62.9,3.8999999999999986,0.22941176470588226,58.922222222222224
Ecuador,2015,49.2,15,35,NA,79.1,51,NA,51.4,51.3,68.2,71.4,30,40,86,Ecuador,2015,0.743,ECU,2015,EC,11446.3651373736,-1.55819093295322,11250,46,16144368,Ecuador,0.743,49.2,16144368,11250,-1.55819093295322,11446.3651373736,46,-0.18136314138503082,0.7668603804643839,0.46896735824289815,-1.0020396247938526,-0.1844678285786741,0.11771006455017224,0.7004279600570614,0.4552845528455284,0.6131687242798355,0.6067337759001302,0.12003550033281563,2000,2016,16,56.4,45,-11.399999999999999,-0.7124999999999999,49.6,more equal,2000,2017,17,59.8,49.3,-10.5,-0.6176470588235294,51.87222222222222
El Salvador,2015,65.7,35,38,NA,79.4,85.5,NA,53.3,53.3,82.5,85.2,75,70,121,El Salvador,2015,0.674,SLV,2015,SV,7474.91370431052,3.21783453636768,8050,40.6,6312478,El Salvador,0.674,65.7,6312478,8050,3.21783453636768,7474.91370431052,40.6,-0.43305065163721806,0.1991047233223372,0.0757471327997392,0.6029566579282681,-0.3864700035091324,0.07521659360966722,0.601997146932953,0.678861788617886,0.5020576131687244,0.5271095254012372,0.08453516751719548,2000,2016,16,51.5,40,-11.5,-0.71875,45.78235294117647,more equal,2000,2017,17,76.3,64.1,-12.200000000000003,-0.7176470588235295,69.36111111111111
Ethiopia,2015,51.5,30,33,NA,77.4,91.4,NA,55.9,56.4,66.1,64.4,20,20,173,Ethiopia,2015,0.451,ETH,2015,ET,1632.55180551359,7.48301434025748,1630,39.1,99873033,Ethiopia,0.451,51.5,99873033,1630,7.48301434025748,1632.55180551359,39.1,-0.8033055937117131,0.04139481856065752,-1.1950950450817754,-0.7783128702325874,-0.7917368669633644,0.012704879755228191,0.28388017118402287,0.4864498644986449,0.47119341563786016,0.24282084634893109,0.013312624805857555,2004,2015,11,29.8,39.1,9.3,0.8454545454545456,34.03333333333333,less equal,2000,2017,17,50.2,52.7,2.5,0.14705882352941177,51.227777777777774
Finland,2015,73.4,90,89,NA,66.4,3.6,NA,92.6,54.8,79.9,88,90,80,15,Finland,2015,0.915,FIN,2015,FI,42071.1912691938,-0.315272676230862,42450,27.1,5479531,Finland,0.915,73.4,5479531,42450,-0.315272676230862,42071.1912691938,27.1,1.7594603512187934,-1.2202844195327798,1.4491684999272954,1.3519549231985912,1.7850533769932944,0.44538753492195976,0.9457917261055636,0.7831978319783197,0.22427983539094656,0.8499663268205174,0.46616374528511206,2003,2015,12,27.7,27.1,-0.5999999999999979,-0.04999999999999982,27.56153846153846,more equal,2000,2017,17,64.3,74,9.700000000000003,0.5705882352941178,72.73333333333333
France,2015,62.5,80,71,NA,47.5,2.5,NA,80.2,43.5,77.5,83,70,70,24,France,2015,0.898,FRA,2015,FR,40564.4607069076,0.740724986124803,41100,32.7,66593366,France,0.898,62.5,66593366,41100,0.740724986124803,40564.4607069076,32.7,1.6639725251092836,-0.6315007750891756,1.352288154528256,0.2916846515821596,1.6998337094445073,0.42926591982913775,0.9215406562054209,0.63550135501355,0.3395061728395063,0.8431514177367523,0.4511870423785223,2003,2015,12,31.4,32.7,1.3000000000000043,0.10833333333333368,32.09230769230769,less equal,2000,2017,17,57.4,63.3,5.899999999999999,0.3470588235294117,61.827777777777776
Germany,2015,73.8,90,78,NA,60.8,40.1,NA,88.2,51.2,81.5,88,90,70,5,Germany,2015,0.933,DEU,2015,DE,47810.8360109883,0.75714766042212,48690,31.7,81686611,Germany,0.933,73.8,81686611,48690,0.75714766042212,47810.8360109883,31.7,2.1232056768616494,-0.7366407115969624,1.5517476891733368,1.390863923991854,2.178957618107688,0.5068002025964968,0.971469329529244,0.7886178861788616,0.3189300411522634,0.8738635428867957,0.5353893942755713,2000,2015,15,28.8,31.7,2.8999999999999986,0.19333333333333325,30.622222222222224,less equal,2000,2017,17,65.7,73.8,8.099999999999994,0.47647058823529376,70.98333333333333
Ghana,2015,63,50,46,NA,84.6,70.8,NA,62.5,56.9,69.2,64.8,65,60,140,Ghana,2015,0.585,GHA,2015,GH,4181.41284212256,4.36689441305136,4110,NA,27582821,Ghana,0.585,63,27582821,4110,4.36689441305136,4181.41284212256,NA,-0.6417735948706407,NA,-0.4314499695834666,0.34032090257373904,-0.6351851813922592,0.0399770129327431,0.47503566333808844,0.6422764227642275,NA,0.4185625559051588,0.04082538273796317,2005,2012,7,42.8,42.4,-0.3999999999999986,-0.05714285714285694,42.599999999999994,more equal,2000,2017,17,58.1,56.2,-1.8999999999999986,-0.11176470588235286,59.077777777777776
Greece,2015,54,40,40,NA,64.2,0,NA,73.3,51.6,77.8,83,60,50,31,Greece,2015,0.866,GRC,2015,GR,26697.2485044179,0.496818318619987,26820,36,10820883,Greece,0.866,54,10820883,26820,0.496818318619987,26697.2485044179,36,0.7851492102056246,-0.2845389846134806,1.169925151424182,-0.5351316152746903,0.7983990038173371,0.2808904483713824,0.8758915834522112,0.5203252032520325,0.4074074074074075,0.7649823919251817,0.29276680718881737,2003,2015,12,32.8,36,3.200000000000003,0.2666666666666669,34.63846153846154,less equal,2000,2017,17,61,55,-6,-0.35294117647058826,58.46111111111111
Guatemala,2015,60.4,20,29,NA,79.6,94.1,NA,54.7,50.6,76.8,84.6,65,50,127,Guatemala,2015,0.645,GTM,2015,GT,7765.75727079973,2.22114619245748,7570,NA,16252429,Guatemala,0.645,60.4,16252429,7570,2.22114619245748,7765.75727079973,NA,-0.4146186767392959,NA,-0.08951933876332786,0.08741239741752595,-0.41677032974870115,0.07832854218795059,0.5606276747503567,0.6070460704607045,NA,0.5342421915020504,0.07921011759485246,2000,2014,14,54.2,48.3,-5.900000000000006,-0.4214285714285718,52.36666666666667,more equal,2000,2017,17,64.3,63,-1.2999999999999972,-0.07647058823529396,61.227777777777774
Guinea,2015,52.1,15,24,NA,68.1,79.5,NA,51.6,74.4,66.7,61.2,40,40,175,Guinea,2015,0.443,GIN,2015,GN,1872.36775801519,1.53717732294656,1770,NA,12091533,Guinea,0.443,52.1,12091533,1770,1.53717732294656,1872.36775801519,NA,-0.7881074524222622,NA,-1.2406857958577941,-0.719949369042692,-0.7828992718101568,0.015270846475570662,0.27246790299572043,0.4945799457994579,NA,0.2684316333296334,0.014865764366540937,2002,2012,10,43,33.7,-9.299999999999997,-0.9299999999999997,38.7,more equal,2000,2017,17,58.2,47.6,-10.600000000000001,-0.623529411764706,53.37222222222222
Haiti,2015,51.3,10,19,NA,80.3,76.2,NA,43.1,63.7,73.5,77.6,40,30,168,Haiti,2015,0.493,HTI,2015,HT,1758.3344598491,-0.315169806003482,1770,NA,10711061,Haiti,0.493,51.3,10711061,1770,-0.315169806003482,1758.3344598491,NA,-0.7953342201128676,NA,-0.9557436035076787,-0.7977673706292194,-0.7828992718101568,0.014050720603822724,0.3437945791726106,0.48373983739837384,NA,0.2566900216462093,0.014865764366540937,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,45.7,49.6,3.8999999999999986,0.22941176470588226,49.65555555555556
Honduras,2015,57.4,30,26,NA,84.9,78.7,NA,53.2,28,75.4,77.6,60,60,133,Honduras,2015,0.609,HND,2015,HN,4599.65014412708,3.15861876459778,4280,49.6,8960829,Honduras,0.609,57.4,8960829,4280,3.15861876459778,4599.65014412708,49.6,-0.6152681454120981,1.1453641518924151,-0.2946777172554111,-0.2044051085319505,-0.6244538158490787,0.044452040498485466,0.5092724679029957,0.5663956639566394,0.6872427983539097,0.43637601231857404,0.04271133791879299,2001,2016,15,55.2,50,-5.200000000000003,-0.34666666666666685,54.66875,more equal,2000,2017,17,57.6,58.8,1.1999999999999957,0.0705882352941174,57.97222222222222
Hungary,2015,66.8,55,54,NA,78.7,25.9,NA,74.5,67.7,79.2,88,75,70,45,Hungary,2015,0.834,HUN,2015,HU,26147.5373739471,3.06384518931471,24680,30.4,9843028,Hungary,0.834,66.8,9843028,24680,3.06384518931471,26147.5373739471,30.4,0.7503117136082152,-0.8733226290570849,0.9875621483201079,0.7099564101097423,0.6633100493325932,0.27500868591197924,0.8302425106990015,0.6937669376693766,0.29218106995884774,0.7610946999745928,0.26902595961837145,2004,2015,11,29.9,30.4,0.5,0.045454545454545456,29.791666666666668,less equal,2000,2017,17,64.4,65.8,1.3999999999999915,0.08235294117647009,65.58888888888889
India,2015,54.6,55,36,NA,79.4,78.3,NA,43.3,48.7,65.3,64.6,35,40,130,India,2015,0.627,IND,2015,IN,6130.06751531789,6.92500390492114,6060,NA,1309053980,India,0.627,54.6,1309053980,6060,6.92500390492114,6130.06751531789,NA,-0.5182791870189628,NA,-0.1920985280093695,-0.47676811408479497,-0.5120901060440112,0.06082709812807925,0.5349500713266762,0.5284552845528454,NA,0.49004665781962903,0.0624583980474817,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,47.4,52.6,5.200000000000003,0.30588235294117666,53.13333333333333
Indonesia,2015,58.1,30,32,NA,83.3,88.3,NA,49.3,48.7,74.9,74.8,40,60,116,Indonesia,2015,0.686,IDN,2015,ID,11040.1972130227,3.70652808058639,10670,NA,258162113,Indonesia,0.686,58.1,258162113,10670,3.70652808058639,11040.1972130227,NA,-0.2071037038335891,NA,0.14413325896376694,-0.13631435714373907,-0.22108072278481966,0.113364176105791,0.6191155492154067,0.5758807588075879,NA,0.5999826907510653,0.11360106500998447,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,55.2,61.9,6.699999999999996,0.3941176470588233,55.42777777777778
Iraq,2015,NA,NA,16,NA,NA,43.8,NA,57.7,74.4,73.6,NA,NA,NA,120,Iraq,2015,0.668,IRQ,2015,IQ,16050.5619107593,NA,15930,NA,36115649,Iraq,0.668,NA,36115649,15930,NA,16050.5619107593,NA,0.11042409110060818,NA,0.04155406971772533,NA,0.11096035225712118,0.16697374184593955,0.5934379457917262,NA,NA,0.6699054708465138,0.17195473707566009,2006,2012,6,28.6,29.5,0.8999999999999986,0.14999999999999977,29.05,less equal,2000,2002,2,17.2,15.6,-1.5999999999999996,-0.7999999999999998,16.666666666666664
Israel,2015,70.5,75,61,NA,61.9,47.8,NA,72.4,67.1,81.6,88.6,80,70,22,Israel,2015,0.901,ISR,2015,IL,35888.8758935766,0.84158976448721,35580,NA,8380100,Israel,0.901,70.5,8380100,35580,0.84158976448721,35888.8758935766,NA,1.3676611335502051,NA,1.369384686069263,1.0698646674474301,1.3513799576894667,0.37923840954886995,0.9258202567760343,0.7439024390243901,NA,0.820267751944825,0.38994896827157755,2001,2012,11,38.9,41.4,2.5,0.22727272727272727,41.12,less equal,2000,2017,17,65.5,69.7,4.200000000000003,0.24705882352941194,66.58333333333333
Italy,2015,61.7,55,43,NA,54.2,23.2,NA,71.9,55.4,81.2,88,85,60,28,Italy,2015,0.876,ITA,2015,IT,36640.1155779484,0.496087664350824,36440,35.4,60730582,Italy,0.876,61.7,60730582,36440,0.496087664350824,36640.1155779484,35.4,1.415270338635296,-0.3476229465181526,1.2269135898942052,0.21386664999563282,1.4056680422020273,0.38727647377683566,0.8901569186875892,0.624661246612466,0.39506172839506176,0.8241387789966047,0.39948968271577545,2003,2015,12,34.9,35.4,0.5,0.041666666666666664,34.4,less equal,2000,2017,17,61.9,62.5,0.6000000000000014,0.035294117647058906,62.18888888888889
Japan,2015,73.3,80,74,NA,68.7,47.1,NA,84.1,90.2,86.7,82.6,70,50,19,Japan,2015,0.905,JPN,2015,JP,40717.3243779285,1.67337761429182,42270,NA,127141000,Japan,0.905,73.3,127141000,42270,1.67337761429182,40717.3243779285,NA,1.6736601361541918,NA,1.3921800614572721,1.3422276730002747,1.7736907546534562,0.4309015203323461,0.9315263908701855,0.7818428184281841,NA,0.8438542559334238,0.46416685156423343,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,70.7,69.6,-1.1000000000000085,-0.06470588235294168,70.93333333333334
Jordan,2015,69.3,60,45,NA,93.7,70.7,NA,59.1,74.4,80.6,79.6,70,60,95,Jordan,2015,0.733,JOR,2015,JO,9041.81756496415,-1.55792727805448,8940,NA,9159302,Jordan,0.733,69.3,9159302,8940,-1.55792727805448,9041.81756496415,NA,-0.3337493915968089,NA,0.411978919772875,0.9531376650676393,-0.3302881486065987,0.09198204694366312,0.6861626248216833,0.727642276422764,NA,0.5626702018935603,0.09440869758153983,2002,2010,8,37,33.7,-3.299999999999997,-0.41249999999999964,34.3,more equal,2000,2017,17,67.5,66.7,-0.7999999999999972,-0.0470588235294116,67.03333333333333
Kazakhstan,2015,63.3,25,26,NA,93.2,85,NA,73.7,87,74.6,79,40,50,58,Kazakhstan,2015,0.797,KAZ,2015,KZ,25049.9355363552,6.75375605395843,23550,26.9,17542806,Kazakhstan,0.797,63.3,17542806,23550,6.75375605395843,25049.9355363552,26.9,0.6807520882652296,-1.2413124068343375,0.776704925981023,0.3695026531686864,0.591978031310275,0.26326463903741293,0.7774607703281028,0.6463414634146339,0.22016460905349797,0.7530814878153109,0.25648990459285553,2001,2015,14,36,26.9,-9.100000000000001,-0.6500000000000001,30.586666666666666,more equal,2000,2017,17,50.4,69,18.6,1.0941176470588236,58.93333333333334
Kenya,2015,55.6,30,27,NA,78,72.1,NA,47.9,63.8,72.8,64,50,50,142,Kenya,2015,0.578,KEN,2015,KE,3019.95195248195,3.33082760590912,2990,40.8,47236259,Kenya,0.578,55.6,47236259,2990,3.33082760590912,3019.95195248195,40.8,-0.7153802357917087,0.22013271062389403,-0.4713418765124828,-0.3794956121016361,-0.7058859426179196,0.027549691235796026,0.4650499286733238,0.5420054200542005,0.5061728395061729,0.3577571236777455,0.028400266252496118,2005,2015,10,46.5,40.8,-5.700000000000003,-0.5700000000000003,43.65,more equal,2000,2017,17,59.7,53.5,-6.200000000000003,-0.3647058823529413,57.72222222222222
Kyrgyz Republic,2015,61.3,20,24,NA,93.6,53.2,NA,73.7,85,73.8,80.2,60,50,NA,NA,2015,NA,KGZ,2015,KG,3447.60825022898,1.97309131431001,3310,29,5956900,Kyrgyz Republic,NA,61.3,5956900,3310,1.97309131431001,3447.60825022898,29,-0.6882778651250225,-1.0205185401679857,NA,0.17495764920236875,-0.6856857251248738,0.032125499543445735,NA,0.619241192411924,0.26337448559670784,0.38250468104150687,0.03195029953405813,2003,2016,13,28.7,26.8,-1.8999999999999986,-0.14615384615384605,30.392857142857142,more equal,2003,2017,14,56.8,61.1,4.300000000000004,0.30714285714285744,60.053333333333335
Lebanon,2015,59.3,20,28,NA,91.3,70.6,NA,54.7,60.7,72,75.8,60,60,80,Lebanon,2015,0.752,LBN,2015,LB,14218.8297179534,-3.53709024640384,14040,NA,5851479,Lebanon,0.752,59.3,5851479,14040,-3.53709024640384,14218.8297179534,NA,-0.005660449482712017,NA,0.520256952865919,-0.019587354763948895,-0.008347182311180762,0.14737469600144548,0.7132667617689016,0.5921409214092139,NA,0.647262518772377,0.15098735300643443,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2017,4,59.5,53.3,-6.200000000000003,-1.5500000000000007,58.199999999999996
Libya,2015,NA,10,15,NA,95,37.5,NA,46.8,66.7,71.4,80,5,NA,108,Libya,2015,0.694,LBY,2015,LY,15810.2522281205,NA,16450,NA,6234955,Libya,0.694,NA,6234955,16450,NA,15810.2522281205,NA,0.09519466006455905,NA,0.18972400973978482,NA,0.14378570568332066,0.16440249234483265,0.630527817403709,NA,NA,0.6670866567921276,0.17772354115819836,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2012,12,34.7,35.9,1.1999999999999957,0.09999999999999964,36.16153846153846
Madagascar,2015,61.7,45,28,NA,90.9,94.7,NA,62.3,45.1,79.2,71.8,50,50,161,Madagascar,2015,0.514,MDG,2015,MG,1466.4974625376,-0.669251055791477,1410,NA,24234088,Madagascar,0.514,61.7,24234088,1410,-0.669251055791477,1466.4974625376,NA,-0.8138291528826117,NA,-0.8360678827206302,0.21386664999563282,-0.8056245164898335,0.01092814258074068,0.37375178316690444,0.624661246612466,NA,0.22277697080957518,0.01087197692478367,2001,2012,11,47.4,42.6,-4.799999999999997,-0.4363636363636361,43.075,more equal,2000,2017,17,54.4,57.4,3,0.17647058823529413,60.516666666666666
Malawi,2015,54.8,40,37,NA,78.5,49,NA,49.1,63.1,53.8,72.2,55,50,171,Malawi,2015,0.47,MWI,2015,MW,1159.31984189185,-0.621665455242464,1120,NA,17573607,Malawi,0.47,54.8,17573607,1120,-0.621665455242464,1159.31984189185,NA,-0.8332962852015106,NA,-1.086817011988732,-0.4573136136881636,-0.8239309635929062,0.007641423980126653,0.31098430813124106,0.5311653116531164,NA,0.17885702083333474,0.007654759263368094,2004,2010,6,39.9,45.5,5.600000000000001,0.9333333333333336,42.7,less equal,2000,2017,17,57.4,52.2,-5.199999999999996,-0.3058823529411762,54.522222222222226
Malaysia,2015,70.8,55,50,NA,84.4,74,NA,93.5,75.7,80.8,80,55,60,57,Malaysia,2015,0.795,MYS,2015,MY,26623.3283680558,3.93523132701009,25880,41,30723155,Malaysia,0.795,70.8,30723155,25880,3.93523132701009,26623.3283680558,41,0.7804645815775137,0.24116069792545164,0.7653072382870184,1.0990464180423776,0.739060864931515,0.28009952263066434,0.7746077032810272,0.7479674796747966,0.5102880658436215,0.7644642938367802,0.282338584424229,2004,2015,11,46.1,41,-5.100000000000001,-0.4636363636363638,43.983333333333334,more equal,2000,2017,17,66,73.8,7.799999999999997,0.4588235294117645,65.13333333333333
Mali,2015,56.4,25,28,NA,69.6,89.2,NA,47.2,50.7,81.1,73.2,60,40,182,Mali,2015,0.418,MLI,2015,ML,2043.71810510616,3.03016487650216,2000,NA,17467905,Mali,0.418,56.4,17467905,2000,3.03016487650216,2043.71810510616,NA,-0.7772482632902649,NA,-1.3831568920328519,-0.30167761051510933,-0.7683803654870301,0.017104249481367895,0.2368045649072753,0.5528455284552845,NA,0.2847942954925424,0.017417350787663634,2001,2009,8,39.9,33,-6.899999999999999,-0.8624999999999998,37.266666666666666,more equal,2000,2017,17,60.3,58.6,-1.6999999999999957,-0.09999999999999976,56.95
Mexico,2015,66.4,50,34,NA,77.8,78,NA,71.5,59.9,77.6,85.6,70,60,74,Mexico,2015,0.767,MEX,2015,MX,17239.3206577448,1.70168867411226,16860,NA,125890949,Mexico,0.767,66.4,125890949,16860,1.70168867411226,17239.3206577448,NA,0.18576071156848797,NA,0.6057396105709536,0.6710474093164795,0.16966723434628564,0.1796931433347144,0.7346647646219687,0.6883468834688347,NA,0.6832563527306836,0.18227202130019968,2000,2016,16,51.4,43.4,-8,-0.5,46.98,more equal,2000,2017,17,59.3,63.6,4.300000000000004,0.2529411764705885,65.13888888888889
Morocco,2015,60.1,40,37,NA,70.9,61,NA,68.8,33.4,81.9,78.2,70,60,123,Morocco,2015,0.655,MAR,2015,MA,7770.24599129649,3.48755778906231,7620,NA,34803322,Morocco,0.655,60.1,34803322,7620,3.48755778906231,7770.24599129649,NA,-0.41433420772208923,NA,-0.032530900293304736,0.05823064682257858,-0.4136140457654128,0.07837657029989,0.5748930099857348,0.602981029810298,NA,0.5343501674594784,0.07976481029509652,2000,2013,13,40.6,39.5,-1.1000000000000014,-0.08461538461538473,40.266666666666666,more equal,2000,2017,17,63.2,61.5,-1.7000000000000028,-0.10000000000000017,58.544444444444444
Mozambique,2015,54.8,30,30,NA,75.2,66.5,NA,60.9,37.9,82,75.4,40,50,180,Mozambique,2015,0.432,MOZ,2015,MZ,1190.75574676927,2.62830873758091,1170,NA,28010691,Mozambique,0.432,54.8,28010691,1170,2.62830873758091,1190.75574676927,NA,-0.8313040602518982,NA,-1.3033730781748194,-0.4573136136881636,-0.8207746796096178,0.007977779776719346,0.25677603423680456,0.5311653116531164,NA,0.18385637416067127,0.008209451963612158,2002,2014,12,47,54,7,0.5833333333333334,48.86666666666667,less equal,2000,2017,17,52.2,49.9,-2.3000000000000043,-0.13529411764705906,55.27777777777778
Nepal,2015,51.3,30,31,NA,85.6,88.9,NA,65.7,44.3,70.5,61.8,5,30,149,Nepal,2015,0.566,NPL,2015,NP,2464.38903347795,2.08186538771287,2500,NA,28656282,Nepal,0.566,51.3,28656282,2500,2.08186538771287,2464.38903347795,NA,-0.7505885847364945,NA,-0.5397280026765106,-0.7977673706292194,-0.736817525654146,0.021605316200064943,0.44793152639087014,0.48373983739837384,NA,0.31976926893036167,0.022964277790104282,2003,2010,7,43.8,32.8,-11,-1.5714285714285714,38.3,more equal,2000,2017,17,51.3,55.1,3.8000000000000043,0.22352941176470614,51.97222222222222
Netherlands,2015,73.7,90,83,NA,51.8,23.8,NA,84.3,66.3,79.8,88,90,80,10,Netherlands,2015,0.926,NLD,2015,NL,49527.6696637249,1.49803112983761,49250,28.2,16939923,Netherlands,0.926,73.7,16939923,49250,1.49803112983761,49527.6696637249,28.2,2.2320086157512153,-1.104630489374215,1.5118557822443206,1.3811366737935387,2.214307998720518,0.5251698647116838,0.9614835948644794,0.7872628726287262,0.24691358024691362,0.8804557732556475,0.5416019525183049,2004,2015,11,29.8,28.2,-1.6000000000000014,-0.1454545454545456,28.633333333333333,more equal,2000,2017,17,70.4,75.8,5.3999999999999915,0.3176470588235289,74.47777777777777
Nicaragua,2015,57.6,10,28,NA,78.4,76.6,NA,58,56.7,67.8,85.4,65,50,124,Nicaragua,2015,0.652,NIC,2015,NI,5278.44923961627,4.80220819123926,5330,NA,6082035,Nicaragua,0.652,57.6,6082035,5330,4.80220819123926,5278.44923961627,NA,-0.5722498038348117,NA,-0.049627431834311675,-0.18495060813531847,-0.558171852200022,0.051715009749091136,0.5706134094151213,0.5691056910569104,NA,0.4620975337179867,0.05435988462391835,2001,2014,13,52.9,46.2,-6.699999999999996,-0.5153846153846151,47.95,more equal,2000,2017,17,56.9,59.2,2.3000000000000043,0.13529411764705906,59.72222222222222
Niger,2015,54.6,30,34,NA,76.6,83.6,NA,39.2,40.9,81.3,65.6,55,40,189,Niger,2015,0.347,NER,2015,NE,967.084619403915,0.137212856119561,950,NA,19896965,Niger,0.347,54.6,19896965,950,0.137212856119561,967.084619403915,NA,-0.8454790363559034,NA,-1.7877748051700157,-0.47676811408479497,-0.8346623291360868,0.005584558378667631,0.13552068473609127,0.5284552845528454,NA,0.14497898399997436,0.005768804082538274,2005,2014,9,44.4,34.3,-10.100000000000001,-1.1222222222222225,36.875,more equal,2000,2017,17,45.9,50.8,4.899999999999999,0.288235294117647,52.69444444444444
